Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
5228;22;8;2020;1;4;12;40;42
5229;23;8;2020;7;9;10;30;32
5230;24;8;2020;6;9;26;33;40
5231;25;8;2020;3;7;18;25;33
5232;26;8;2020;20;22;23;36;37
5233;27;8;2020;1;23;26;29;37
5234;28;8;2020;5;17;25;26;29
5235;29;8;2020;2;4;15;24;31
5236;30;8;2020;18;20;23;30;40
5237;31;8;2020;1;2;26;33;38
5238;1;9;2020;3;12;23;36;42
5239;2;9;2020;4;9;15;19;28
5240;3;9;2020;13;20;28;30;37
5241;4;9;2020;10;13;14;18;20
5242;5;9;2020;1;2;15;28;32
5243;6;9;2020;4;5;9;23;27
5244;7;9;2020;1;2;7;11;15
5245;8;9;2020;14;20;21;31;35
5246;9;9;2020;6;11;16;18;35
5247;10;9;2020;4;24;32;35;41
5248;11;9;2020;7;19;23;37;41
5249;12;9;2020;7;17;22;30;41
5250;13;9;2020;6;12;13;20;36
5251;14;9;2020;13;26;31;32;33
5252;15;9;2020;7;9;12;22;29
5253;16;9;2020;12;13;14;15;22
5254;17;9;2020;14;22;30;36;40
5255;18;9;2020;9;13;14;28;40
5256;19;9;2020;4;16;23;31;36
5257;20;9;2020;2;7;10;19;35
5258;21;9;2020;8;9;17;20;35
5259;22;9;2020;1;10;12;21;33
5260;23;9;2020;16;21;23;37;38
5261;24;9;2020;4;12;16;33;39
5262;25;9;2020;7;20;22;26;33
5263;26;9;2020;2;10;16;36;39
5264;27;9;2020;8;11;19;26;29
5265;28;9;2020;3;6;17;40;41
5266;29;9;2020;5;7;12;18;31
5267;30;9;2020;17;28;29;34;42
5268;1;10;2020;12;19;23;32;42
5269;2;10;2020;3;16;29;31;39
5270;3;10;2020;3;5;6;9;29
5271;4;10;2020;5;21;25;32;36
5272;5;10;2020;1;3;27;39;42
5273;6;10;2020;12;16;18;23;34
5274;7;10;2020;9;11;13;23;39
5275;8;10;2020;4;19;30;36;38
5276;9;10;2020;4;9;18;22;41
5277;10;10;2020;8;13;21;30;41
5278;11;10;2020;8;21;29;37;38
5279;12;10;2020;2;4;9;12;42
5280;13;10;2020;5;15;25;29;30
5281;14;10;2020;10;18;33;41;42
5282;15;10;2020;9;18;25;35;38
5283;16;10;2020;20;24;26;36;39
5284;17;10;2020;3;9;15;26;32
5285;18;10;2020;5;20;25;35;42
5286;19;10;2020;12;14;17;22;26
5287;20;10;2020;1;10;19;21;22
5288;21;10;2020;11;17;18;21;32
5289;22;10;2020;5;9;12;34;37
5290;23;10;2020;6;21;25;35;36
5291;24;10;2020;21;26;32;33;40
5292;25;10;2020;13;17;24;31;38
5293;26;10;2020;3;14;18;38;39
5294;27;10;2020;1;4;18;40;42
5295;28;10;2020;3;9;10;33;39
5296;29;10;2020;20;22;24;29;35
5297;30;10;2020;13;25;35;36;42
5298;31;10;2020;14;19;21;26;30
5299;1;11;2020;1;4;29;35;41
5300;2;11;2020;9;23;33;41;42
5301;3;11;2020;3;20;35;36;37
5302;4;11;2020;5;22;33;34;41
5303;5;11;2020;9;11;18;20;30
5304;6;11;2020;3;5;9;10;31
5305;7;11;2020;8;23;24;25;39
5306;8;11;2020;13;23;24;34;39
5307;9;11;2020;1;9;19;30;42
5308;10;11;2020;7;10;24;27;33
5309;11;11;2020;1;14;26;27;34
5310;12;11;2020;5;12;23;29;36
5311;13;11;2020;21;28;29;30;32
5312;14;11;2020;4;10;17;34;38
5313;15;11;2020;3;22;29;31;36
5314;16;11;2020;19;24;25;30;35
5315;17;11;2020;3;14;17;20;21
5316;18;11;2020;1;21;22;33;40
5317;19;11;2020;11;15;20;27;32
5318;20;11;2020;2;3;12;16;27
5319;21;11;2020;6;10;29;34;42
5320;22;11;2020;6;11;22;26;36
5321;23;11;2020;7;15;25;27;37
5322;24;11;2020;14;21;31;37;39
5323;25;11;2020;12;19;28;29;31
5324;26;11;2020;1;2;20;31;34
5325;27;11;2020;3;14;21;24;41
5326;28;11;2020;1;8;12;14;20
5327;29;11;2020;2;10;23;24;31
5328;30;11;2020;4;14;18;28;36
5329;1;12;2020;5;10;17;19;28
5330;2;12;2020;4;9;15;20;38
5331;3;12;2020;11;12;32;37;40
5332;4;12;2020;12;29;32;34;40
5333;5;12;2020;7;17;19;24;34
5334;6;12;2020;3;8;9;27;30
5335;7;12;2020;10;20;25;27;41
5336;8;12;2020;12;18;24;27;42
5337;9;12;2020;4;5;9;33;40
5338;10;12;2020;1;11;13;27;36
5339;11;12;2020;6;9;14;30;36
5340;12;12;2020;7;13;19;20;30
5341;13;12;2020;7;12;25;26;32
5342;14;12;2020;13;17;22;28;30
5343;15;12;2020;9;14;19;28;38
5344;16;12;2020;7;10;16;23;31
5345;17;12;2020;3;6;19;23;36
5346;18;12;2020;18;21;26;27;42
5347;19;12;2020;24;29;31;34;37
5348;20;12;2020;10;20;26;32;42
5349;21;12;2020;2;21;30;32;33
5350;22;12;2020;1;16;28;30;32
5351;23;12;2020;1;5;31;33;34
5352;24;12;2020;10;11;20;32;38
5353;25;12;2020;11;14;16;41;42
5354;26;12;2020;13;24;31;32;34
5355;27;12;2020;23;26;30;36;42
5356;28;12;2020;17;30;31;35;36
5357;29;12;2020;6;14;16;21;37
5358;30;12;2020;3;8;19;21;35
5359;31;12;2020;11;22;25;39;41
5360;1;1;2021;3;23;25;26;29
5361;2;1;2021;7;11;16;29;41
5362;3;1;2021;16;17;19;26;37
5363;4;1;2021;10;12;22;30;41
5364;5;1;2021;1;4;7;31;41
5365;6;1;2021;10;12;33;35;39
5366;7;1;2021;4;5;7;18;21
5367;8;1;2021;13;24;25;39;42
5368;9;1;2021;5;18;25;33;42
5369;10;1;2021;1;13;15;31;41
5370;11;1;2021;6;13;17;20;35
5371;12;1;2021;4;6;12;28;34
5372;13;1;2021;1;13;23;26;28
5373;14;1;2021;6;10;14;15;21
5374;15;1;2021;7;13;24;33;40
5375;16;1;2021;8;11;24;33;40
5376;17;1;2021;9;24;26;30;37
5377;18;1;2021;7;20;21;27;41
5378;19;1;2021;10;13;18;19;37
5379;20;1;2021;5;10;11;22;29
5380;21;1;2021;6;17;27;28;32
5381;22;1;2021;12;18;29;32;37
5382;23;1;2021;1;27;28;36;39
5383;24;1;2021;13;16;23;26;31
5384;25;1;2021;6;13;14;27;42
5385;26;1;2021;4;5;23;37;40
5386;27;1;2021;7;19;24;26;33
5387;28;1;2021;2;6;24;36;42
5388;29;1;2021;10;14;15;26;37
5389;30;1;2021;7;12;27;36;38
5390;31;1;2021;13;21;22;24;38
5391;1;2;2021;3;4;8;9;19
5392;2;2;2021;2;7;36;37;42
5393;3;2;2021;2;7;8;9;25
5394;4;2;2021;7;11;19;23;24
5395;5;2;2021;2;4;16;20;39
5396;6;2;2021;9;24;35;41;42
5397;7;2;2021;15;25;27;28;42
5398;8;2;2021;7;28;29;38;41
5399;9;2;2021;11;16;31;33;37
5400;10;2;2021;7;11;13;32;37
5401;11;2;2021;7;16;34;39;40
5402;12;2;2021;9;12;23;26;33
5403;13;2;2021;7;16;22;32;38
5404;14;2;2021;3;10;15;20;40
5405;15;2;2021;14;18;26;32;34
5406;16;2;2021;9;20;21;31;37
5407;17;2;2021;3;4;6;19;24
5408;18;2;2021;9;14;25;28;29
5409;19;2;2021;9;10;16;31;37
5410;20;2;2021;7;9;17;34;38
5411;21;2;2021;16;19;22;26;33
5412;22;2;2021;1;3;17;22;38
5413;23;2;2021;4;11;13;36;39
5414;24;2;2021;15;20;28;37;40
5415;25;2;2021;10;20;26;31;36
5416;26;2;2021;11;22;23;36;39
5417;27;2;2021;7;12;20;27;33
5418;28;2;2021;9;27;29;35;39
5419;1;3;2021;3;20;28;37;39
5420;2;3;2021;6;19;23;30;37
5421;3;3;2021;2;18;19;21;38
5422;4;3;2021;2;3;23;36;39
5423;5;3;2021;8;11;31;33;41
5424;6;3;2021;4;21;25;28;36
5425;7;3;2021;4;9;28;29;40
5426;8;3;2021;2;6;8;13;26
5427;9;3;2021;4;5;7;15;33
5428;10;3;2021;4;15;20;35;38
5429;11;3;2021;11;17;30;36;39
5430;12;3;2021;1;20;27;35;41
5431;13;3;2021;7;13;25;29;39
5432;14;3;2021;1;3;5;6;34
5433;15;3;2021;7;9;36;38;42
5434;16;3;2021;2;5;11;22;31
5435;17;3;2021;17;21;34;37;41
5436;18;3;2021;7;14;15;28;30
5437;19;3;2021;6;8;22;30;39
5438;20;3;2021;4;11;15;27;37
5439;21;3;2021;7;14;29;31;42
5440;22;3;2021;9;14;18;23;32
5441;23;3;2021;4;11;17;23;33
5442;24;3;2021;8;12;20;31;37
5443;25;3;2021;4;13;14;19;21
5444;26;3;2021;1;27;31;35;42
5445;27;3;2021;7;29;33;37;42
5446;28;3;2021;1;12;22;27;40
5447;29;3;2021;16;37;40;41;42
5448;30;3;2021;2;5;10;20;27
5449;31;3;2021;3;13;34;35;42
5450;1;4;2021;1;5;7;20;30
5451;2;4;2021;2;10;23;30;31
5452;3;4;2021;13;18;20;27;40
5453;4;4;2021;15;30;34;35;42
5454;5;4;2021;2;26;32;33;37
5455;6;4;2021;3;17;25;28;32
5456;7;4;2021;2;15;20;27;40
5457;8;4;2021;9;17;21;24;40
5458;9;4;2021;12;20;23;24;34
5459;10;4;2021;4;14;22;23;39
5460;11;4;2021;8;23;25;27;31
5461;12;4;2021;21;22;26;31;33
5462;13;4;2021;14;15;23;26;40
5463;14;4;2021;6;18;37;38;39
5464;15;4;2021;12;24;30;38;40
5465;16;4;2021;10;16;27;29;42
5466;17;4;2021;6;9;17;25;37
5467;18;4;2021;5;15;23;28;34
5468;19;4;2021;7;8;22;27;35
5469;20;4;2021;6;8;9;24;30
5470;21;4;2021;7;9;12;32;34
5471;22;4;2021;9;13;29;31;34
5472;23;4;2021;1;4;14;21;29
5473;24;4;2021;5;14;32;41;42
5474;25;4;2021;11;12;24;32;39
5475;26;4;2021;1;8;15;18;42
5476;27;4;2021;4;12;19;23;33
5477;28;4;2021;8;20;21;26;42
5478;29;4;2021;2;16;35;36;39
5479;30;4;2021;6;7;14;15;26
5480;1;5;2021;7;8;27;30;36
5481;2;5;2021;3;6;8;24;28
5482;3;5;2021;2;18;19;31;34
5483;4;5;2021;9;12;14;41;42
5484;5;5;2021;7;9;14;29;39
5485;6;5;2021;7;8;31;32;38
5486;7;5;2021;1;7;8;10;11
5487;8;5;2021;2;20;28;35;37
5488;9;5;2021;4;19;22;27;30
5489;10;5;2021;21;31;34;37;40
5490;11;5;2021;3;4;14;34;35
5491;12;5;2021;1;31;34;39;42
5492;13;5;2021;8;14;22;34;42
5493;14;5;2021;19;25;28;32;37
5494;15;5;2021;11;24;34;41;42
5495;16;5;2021;3;26;27;28;34
5496;17;5;2021;7;18;22;23;38
5497;18;5;2021;15;22;34;37;40
5498;19;5;2021;5;10;14;21;30
5499;20;5;2021;1;10;27;28;30
5500;21;5;2021;1;4;5;37;38
5501;22;5;2021;16;22;27;31;35
5502;23;5;2021;4;6;20;21;27
5503;24;5;2021;1;3;24;26;33
5504;25;5;2021;2;6;18;20;40
5505;26;5;2021;15;16;20;24;25
5506;27;5;2021;11;20;24;31;37
5507;28;5;2021;8;18;29;32;42
5508;29;5;2021;1;6;25;36;39
5509;30;5;2021;3;11;12;20;21
5510;31;5;2021;3;12;14;18;39
5511;1;6;2021;13;20;25;36;41
5512;2;6;2021;8;10;11;33;37
5513;3;6;2021;8;12;25;29;38
5514;4;6;2021;6;10;25;29;39
5515;5;6;2021;4;19;32;39;40
5516;6;6;2021;2;10;31;35;36
5517;7;6;2021;7;12;19;28;39
5518;8;6;2021;6;7;8;25;30
5519;9;6;2021;6;12;19;36;42
5520;10;6;2021;14;25;34;35;38
5521;11;6;2021;6;8;17;30;35
5522;12;6;2021;7;22;24;36;37
5523;13;6;2021;18;24;37;38;42
5524;14;6;2021;1;6;10;22;34
5525;15;6;2021;4;7;13;19;40
5526;16;6;2021;4;9;36;39;41
5527;17;6;2021;3;22;37;39;41
5528;18;6;2021;5;13;18;25;34
5529;19;6;2021;9;17;19;22;37
5530;20;6;2021;2;23;29;35;40
5531;21;6;2021;1;7;13;18;40
5532;22;6;2021;2;3;14;20;42
5533;23;6;2021;9;11;13;23;33
5534;24;6;2021;19;22;31;36;40
5535;25;6;2021;13;15;16;32;35
5536;26;6;2021;3;15;16;17;39
5537;27;6;2021;3;10;19;22;36
5538;28;6;2021;1;17;20;30;37
5539;29;6;2021;7;11;14;15;40
5540;30;6;2021;3;9;11;17;24
5541;1;7;2021;3;6;20;36;42
5542;2;7;2021;6;11;13;15;22
5543;3;7;2021;2;11;16;24;28
5544;4;7;2021;12;33;34;36;42
5545;5;7;2021;4;11;25;26;35
5546;6;7;2021;3;11;25;33;42
5547;7;7;2021;12;15;30;31;40
5548;8;7;2021;4;9;26;34;41
5549;9;7;2021;3;9;23;28;36
5550;10;7;2021;8;9;16;32;39
5551;11;7;2021;5;10;14;22;36
5552;12;7;2021;12;27;30;33;38
5553;13;7;2021;6;9;24;33;35
5554;14;7;2021;4;5;17;34;36
5555;15;7;2021;2;4;7;10;35
5556;16;7;2021;2;3;12;15;32
5557;17;7;2021;7;13;30;33;41
5558;18;7;2021;2;6;27;37;40
5559;19;7;2021;4;7;24;26;39
5560;20;7;2021;4;16;24;32;39
5561;21;7;2021;3;4;11;15;39
5562;22;7;2021;24;29;33;37;39
5563;23;7;2021;4;12;22;26;32
5564;24;7;2021;20;25;27;31;42
5565;25;7;2021;3;5;16;28;37
5566;26;7;2021;2;26;30;39;40
5567;27;7;2021;3;14;33;35;37
5568;28;7;2021;2;9;23;24;25
5569;29;7;2021;12;23;25;29;38
5570;30;7;2021;2;3;33;34;42
5571;31;7;2021;4;8;14;23;24
5572;1;8;2021;11;13;23;34;42
5573;2;8;2021;15;18;19;24;34
5574;3;8;2021;9;14;22;24;32
5575;4;8;2021;21;25;30;37;41
5576;5;8;2021;7;13;25;31;41
5577;6;8;2021;10;20;26;29;39
5578;7;8;2021;1;5;23;38;41
5579;8;8;2021;13;32;35;40;41
5580;9;8;2021;5;19;32;38;40
5581;10;8;2021;4;8;9;17;21
5582;11;8;2021;1;6;7;24;39
5583;12;8;2021;8;10;15;35;37
5584;13;8;2021;8;13;14;26;31
5585;14;8;2021;3;16;17;27;33
5586;15;8;2021;18;22;27;34;35
5587;16;8;2021;6;20;29;36;42
5588;17;8;2021;6;7;16;24;35
5589;18;8;2021;2;4;15;26;42
5590;19;8;2021;8;12;15;16;23
5591;20;8;2021;9;10;14;24;37
5592;21;8;2021;9;14;35;38;42
5593;22;8;2021;1;12;20;28;36
5594;23;8;2021;3;14;15;24;31
5595;24;8;2021;13;15;17;26;34
5596;25;8;2021;2;3;9;13;37
5597;26;8;2021;19;25;28;34;41
5598;27;8;2021;10;19;26;30;32
5599;28;8;2021;6;11;15;24;38
5600;29;8;2021;6;12;32;38;39
5601;30;8;2021;9;20;25;29;32
5602;31;8;2021;12;15;16;21;30
5603;1;9;2021;8;16;27;29;36
5604;2;9;2021;4;16;18;19;31
5605;3;9;2021;5;15;27;28;32
5606;4;9;2021;4;6;14;21;27
5607;5;9;2021;1;2;26;34;38
5608;6;9;2021;12;16;17;20;40
5609;7;9;2021;10;13;14;21;36
5610;8;9;2021;18;19;22;29;34
5611;9;9;2021;1;10;29;30;33
5612;10;9;2021;9;24;29;30;37
5613;11;9;2021;5;11;17;23;24
5614;12;9;2021;15;17;22;27;37
5615;13;9;2021;7;18;20;24;27
5616;14;9;2021;5;13;22;32;33
5617;15;9;2021;10;16;17;27;42
5618;16;9;2021;9;21;25;27;34
5619;17;9;2021;4;21;31;36;37
5620;18;9;2021;1;12;18;25;35
5621;19;9;2021;1;7;19;33;40
5622;20;9;2021;4;7;22;32;35
5623;21;9;2021;18;21;34;38;40
5624;22;9;2021;7;9;11;19;28
5625;23;9;2021;2;4;6;27;36
5626;24;9;2021;13;16;27;35;37
5627;25;9;2021;6;10;20;36;38
5628;26;9;2021;12;16;38;40;41
5629;27;9;2021;19;23;29;41;42
5630;28;9;2021;8;9;24;26;39
5631;29;9;2021;6;10;24;39;42
5632;30;9;2021;3;15;28;33;34
5633;1;10;2021;15;18;23;26;29
5634;2;10;2021;9;10;12;14;41
5635;3;10;2021;7;8;17;20;36
5636;4;10;2021;4;12;18;19;30
5637;5;10;2021;1;10;26;37;39
5638;6;10;2021;11;26;30;36;37
5639;7;10;2021;12;15;23;31;39
5640;8;10;2021;2;11;16;25;39
5641;9;10;2021;5;6;14;30;37
5642;10;10;2021;4;5;16;22;33
5643;11;10;2021;16;17;25;26;42
5644;12;10;2021;12;13;21;26;40
5645;13;10;2021;1;24;26;29;41
5646;14;10;2021;4;15;32;39;40
5647;15;10;2021;9;11;17;21;29
5648;16;10;2021;8;11;19;40;41
5649;17;10;2021;1;18;19;36;39
5650;18;10;2021;9;12;18;23;29
5651;19;10;2021;10;11;17;30;33
5652;20;10;2021;12;17;18;20;36
5653;21;10;2021;3;6;8;9;39
5654;22;10;2021;3;18;30;41;42
5655;23;10;2021;1;19;25;34;36
5656;24;10;2021;16;23;27;41;42
5657;25;10;2021;5;19;22;32;35
5658;26;10;2021;9;16;20;22;34
5659;27;10;2021;15;22;28;32;42
5660;28;10;2021;5;13;14;22;31
5661;29;10;2021;10;16;26;28;34
5662;30;10;2021;6;8;20;34;36
5663;31;10;2021;2;3;8;36;38
5664;1;11;2021;1;3;18;22;32
5665;2;11;2021;3;17;20;25;28
5666;3;11;2021;5;13;23;29;41
5667;4;11;2021;5;24;25;27;29
5668;5;11;2021;14;15;24;36;40
5669;6;11;2021;11;30;31;36;40
5670;7;11;2021;10;21;23;26;32
5671;8;11;2021;2;3;11;26;29
5672;9;11;2021;15;27;29;34;37
5673;10;11;2021;3;11;16;19;39
5674;11;11;2021;1;18;21;29;41
5675;12;11;2021;7;18;21;29;35
5676;13;11;2021;1;12;13;31;36
5677;14;11;2021;4;6;13;32;41
5678;15;11;2021;5;8;19;30;36
5679;16;11;2021;9;15;18;19;34
5680;17;11;2021;1;2;4;17;20
5681;18;11;2021;9;10;26;35;42
5682;19;11;2021;1;12;29;31;32
5683;20;11;2021;5;9;33;41;42
5684;21;11;2021;3;6;12;25;42
5685;22;11;2021;8;22;29;37;38
5686;23;11;2021;11;16;23;28;36
5687;24;11;2021;13;16;19;26;33
5688;25;11;2021;4;14;22;23;29
5689;26;11;2021;9;10;19;23;25
5690;27;11;2021;20;27;29;36;42
5691;28;11;2021;1;17;20;24;39
5692;29;11;2021;3;18;27;36;37
5693;30;11;2021;4;15;24;28;34
5694;1;12;2021;5;19;22;23;39
5695;2;12;2021;7;16;25;26;30
5696;3;12;2021;7;19;21;30;32
5697;4;12;2021;9;10;19;30;31
5698;5;12;2021;4;21;24;27;30
5699;6;12;2021;10;12;31;36;42
5700;7;12;2021;11;15;19;29;38
5701;8;12;2021;2;5;21;36;40
5702;9;12;2021;8;14;15;16;27
5703;10;12;2021;3;4;15;18;25
5704;11;12;2021;14;19;21;37;39
5705;12;12;2021;1;2;11;32;41
5706;13;12;2021;1;3;7;21;27
5707;14;12;2021;5;9;16;36;39
5708;15;12;2021;10;28;34;37;40
5709;16;12;2021;21;24;27;31;34
5710;17;12;2021;4;5;21;22;27
5711;18;12;2021;6;15;18;39;40
5712;19;12;2021;3;11;19;22;36
5713;20;12;2021;2;6;23;25;26
5714;21;12;2021;4;25;30;31;39
5715;22;12;2021;8;12;24;26;27
5716;23;12;2021;1;2;21;28;30
5717;24;12;2021;5;12;15;27;31
5718;25;12;2021;2;6;10;13;23
5719;26;12;2021;6;7;27;38;41
5720;27;12;2021;4;16;30;35;40
5721;28;12;2021;9;12;13;24;25
5722;29;12;2021;9;24;25;27;40
5723;30;12;2021;5;14;22;35;41
5724;31;12;2021;7;11;18;24;38
5725;1;1;2022;3;4;28;33;42
5726;2;1;2022;2;7;23;37;42
5727;3;1;2022;4;10;20;40;42
5728;4;1;2022;5;7;8;11;30
5729;5;1;2022;9;11;20;21;37
5730;6;1;2022;11;19;36;37;40
5731;7;1;2022;6;29;32;36;42
5732;8;1;2022;4;12;29;34;37
5733;9;1;2022;1;9;18;32;42
5734;10;1;2022;4;8;22;28;34
5735;11;1;2022;9;16;22;25;29
5736;12;1;2022;3;23;35;39;42
5737;13;1;2022;4;10;17;28;30
5738;14;1;2022;3;14;17;19;24
5739;15;1;2022;18;21;24;26;28
5740;16;1;2022;9;13;14;29;34
5741;17;1;2022;5;6;12;16;36
5742;18;1;2022;2;24;32;34;40
5743;19;1;2022;2;6;10;19;36
5744;20;1;2022;6;8;9;28;33
5745;21;1;2022;5;18;26;28;33
5746;22;1;2022;6;7;9;18;29
5747;23;1;2022;5;7;21;33;39
5748;24;1;2022;4;8;18;21;36
5749;25;1;2022;4;8;20;29;36
5750;26;1;2022;1;7;10;13;17
5751;27;1;2022;1;6;15;32;35
5752;28;1;2022;4;7;21;28;30
5753;29;1;2022;5;16;19;22;37
5754;30;1;2022;1;3;12;14;19
5755;31;1;2022;9;12;25;30;42
5756;1;2;2022;9;16;27;35;41
5757;2;2;2022;8;12;18;23;24
5758;3;2;2022;2;7;13;17;39
5759;4;2;2022;11;14;25;38;40
5760;5;2;2022;7;22;25;32;38
5761;6;2;2022;7;8;17;29;33
5762;7;2;2022;7;14;21;22;28
5763;8;2;2022;8;21;36;39;40
5764;9;2;2022;9;15;24;30;38
5765;10;2;2022;2;5;21;25;33
5766;11;2;2022;2;16;28;41;42
5767;12;2;2022;1;8;16;22;37
5768;13;2;2022;15;24;26;29;32
5769;14;2;2022;4;14;30;31;41
5770;15;2;2022;4;12;15;16;20
5771;16;2;2022;3;4;20;29;32
5772;17;2;2022;10;13;18;35;40
5773;18;2;2022;3;7;13;20;35
5774;19;2;2022;4;8;13;21;24
5775;20;2;2022;6;12;17;22;28
5776;21;2;2022;4;5;7;21;24
5777;22;2;2022;15;23;26;28;34
5778;23;2;2022;3;7;24;40;42
5779;24;2;2022;11;25;32;38;40
5780;25;2;2022;7;13;20;25;33
5781;26;2;2022;7;9;10;12;40
5782;27;2;2022;7;10;25;28;42
5783;28;2;2022;7;18;26;33;36
5784;1;3;2022;4;6;18;25;40
5785;2;3;2022;2;3;19;34;40
5786;3;3;2022;6;13;26;35;37
5787;4;3;2022;3;18;21;28;42
5788;5;3;2022;2;13;17;24;26
5789;6;3;2022;1;6;22;23;31
5790;7;3;2022;25;28;30;34;37
5791;8;3;2022;32;33;36;37;42
5792;9;3;2022;3;4;14;20;36
5793;10;3;2022;25;27;28;29;33
5794;11;3;2022;7;26;32;35;42
5795;12;3;2022;4;14;19;36;38
5796;13;3;2022;6;14;25;37;39
5797;14;3;2022;3;11;14;16;25
5798;15;3;2022;7;23;28;30;42
5799;16;3;2022;10;15;19;41;42
5800;17;3;2022;14;35;36;41;42
5801;18;3;2022;2;12;26;34;38
5802;19;3;2022;11;13;18;31;34
5803;20;3;2022;11;12;14;34;36
5804;21;3;2022;13;27;33;34;37
5805;22;3;2022;1;14;18;19;37
5806;23;3;2022;14;17;27;32;36
5807;24;3;2022;6;11;12;38;41
5808;25;3;2022;2;3;27;28;34
5809;26;3;2022;1;22;38;40;42
5810;27;3;2022;9;18;21;25;39
5811;28;3;2022;1;34;35;38;39
5812;29;3;2022;6;12;13;21;37
5813;30;3;2022;4;19;36;39;40
5814;31;3;2022;9;16;27;35;36
5815;1;4;2022;2;11;16;31;33
5816;2;4;2022;6;11;15;26;33
5817;3;4;2022;4;9;15;16;30
5818;4;4;2022;16;17;22;38;40
5819;5;4;2022;2;11;27;31;40
5820;6;4;2022;14;16;22;32;33
5821;7;4;2022;9;10;12;33;36
5822;8;4;2022;9;15;18;40;42
5823;9;4;2022;10;11;23;32;33
5824;10;4;2022;7;10;12;18;33
5825;11;4;2022;11;14;15;23;35
5826;12;4;2022;1;4;13;25;28
5827;13;4;2022;17;24;31;33;42
5828;14;4;2022;8;22;24;25;26
5829;15;4;2022;12;21;33;39;40
5830;16;4;2022;7;13;15;23;35
5831;17;4;2022;2;17;26;27;31
5832;18;4;2022;1;21;28;36;38
5833;19;4;2022;1;8;9;25;33
5834;20;4;2022;6;9;15;25;36
5835;21;4;2022;3;4;14;15;16
5836;22;4;2022;7;15;26;28;40
5837;23;4;2022;1;7;10;29;41
5838;24;4;2022;4;18;21;40;41
5839;25;4;2022;3;10;15;20;41
5840;26;4;2022;2;12;40;41;42
5841;27;4;2022;6;14;23;28;30
5842;28;4;2022;2;15;22;29;41
5843;29;4;2022;8;15;23;24;35
5844;30;4;2022;2;7;20;26;31
5845;1;5;2022;19;20;27;29;31
5846;2;5;2022;12;21;33;34;37
5847;3;5;2022;13;22;25;33;38
5848;4;5;2022;17;27;29;31;35
5849;5;5;2022;5;10;17;19;41
5850;6;5;2022;2;3;8;21;22
5851;7;5;2022;8;10;11;25;38
5852;8;5;2022;12;17;23;28;33
5853;9;5;2022;3;11;26;38;39
5854;10;5;2022;6;10;14;25;29
5855;11;5;2022;7;16;21;31;42
5856;12;5;2022;2;4;8;14;36
5857;13;5;2022;19;28;32;33;37
5858;14;5;2022;2;11;13;26;40
5859;15;5;2022;4;11;17;24;31
5860;16;5;2022;12;24;25;28;30
5861;17;5;2022;3;15;21;36;42
5862;18;5;2022;2;3;12;23;27
5863;19;5;2022;17;18;21;40;41
5864;20;5;2022;11;31;32;33;41
5865;21;5;2022;8;25;36;38;40
5866;22;5;2022;7;9;34;39;40
5867;23;5;2022;2;11;12;36;39
5868;24;5;2022;25;28;36;40;41
5869;25;5;2022;8;14;15;37;38
5870;26;5;2022;10;23;24;28;35
5871;27;5;2022;4;19;22;26;29
5872;28;5;2022;1;16;17;24;38
5873;29;5;2022;3;11;21;24;41
5874;30;5;2022;1;9;10;36;40
5875;31;5;2022;2;8;18;22;31
5876;1;6;2022;1;13;30;35;37
5877;2;6;2022;1;4;8;37;39
5878;3;6;2022;7;12;14;24;39
5879;4;6;2022;3;5;9;14;38
5880;5;6;2022;2;12;20;22;33
5881;6;6;2022;1;20;22;25;33
5882;7;6;2022;4;7;12;20;33
5883;8;6;2022;8;17;22;26;35
5884;9;6;2022;6;9;15;22;23
5885;10;6;2022;19;25;31;32;42
5886;11;6;2022;18;33;38;41;42
5887;12;6;2022;2;6;10;22;26
5888;13;6;2022;15;19;20;25;29
5889;14;6;2022;3;10;16;17;35
5890;15;6;2022;3;7;14;20;30
5891;16;6;2022;5;13;27;30;36
5892;17;6;2022;11;12;25;35;41
5893;18;6;2022;24;26;30;36;38
5894;19;6;2022;12;21;25;26;32
5895;20;6;2022;1;11;18;20;22
5896;21;6;2022;11;17;24;31;37
5897;22;6;2022;2;4;10;15;36
5898;23;6;2022;8;14;33;41;42
5899;24;6;2022;12;19;21;32;39
5900;25;6;2022;2;7;13;19;28
5901;26;6;2022;2;20;21;32;39
5902;27;6;2022;13;21;29;32;36
5903;28;6;2022;5;6;10;14;35
5904;29;6;2022;17;33;36;38;41
5905;30;6;2022;1;10;17;20;27
5906;1;7;2022;7;13;21;23;26
5907;2;7;2022;8;21;22;27;29
5908;3;7;2022;5;10;22;29;35
5909;4;7;2022;10;15;17;19;33
5910;5;7;2022;14;15;17;30;37
5911;6;7;2022;5;11;15;32;35
5912;7;7;2022;7;15;23;33;41
5913;8;7;2022;11;16;21;32;41
5914;9;7;2022;1;18;21;32;41
5915;10;7;2022;8;20;31;37;38
5916;11;7;2022;2;3;14;34;35
5917;12;7;2022;4;9;22;31;38
5918;13;7;2022;3;8;22;34;40
5919;14;7;2022;1;8;12;16;34
5920;15;7;2022;11;18;28;35;36
5921;16;7;2022;25;27;32;35;39
5922;17;7;2022;11;13;24;29;37
5923;18;7;2022;10;11;22;24;36
5924;19;7;2022;1;5;7;18;33
5925;20;7;2022;1;7;15;19;39
