Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
4530;24;9;2018;6;16;34;37;39
4531;25;9;2018;4;14;18;23;34
4532;26;9;2018;7;12;27;36;42
4533;27;9;2018;10;13;20;34;35
4534;28;9;2018;4;12;28;35;40
4535;29;9;2018;4;6;7;18;38
4536;30;9;2018;7;10;22;23;39
4537;1;10;2018;13;26;33;35;40
4538;2;10;2018;2;11;16;27;36
4539;3;10;2018;9;25;26;32;37
4540;4;10;2018;1;3;25;28;29
4541;5;10;2018;4;5;7;20;21
4542;6;10;2018;9;13;18;21;35
4543;7;10;2018;2;7;11;13;25
4544;8;10;2018;2;3;9;18;20
4545;9;10;2018;4;17;19;34;39
4546;10;10;2018;8;16;21;22;34
4547;11;10;2018;7;9;12;16;31
4548;12;10;2018;3;4;7;31;35
4549;13;10;2018;18;29;35;40;41
4550;14;10;2018;16;20;23;25;36
4551;15;10;2018;11;12;13;17;25
4552;16;10;2018;23;27;29;33;40
4553;17;10;2018;13;22;24;26;29
4554;18;10;2018;9;15;19;35;42
4555;19;10;2018;2;30;31;35;41
4556;20;10;2018;1;19;22;30;40
4557;21;10;2018;5;11;17;18;33
4558;22;10;2018;6;15;16;25;35
4559;23;10;2018;5;24;36;37;38
4560;24;10;2018;6;21;23;31;40
4561;25;10;2018;1;9;14;21;32
4562;26;10;2018;4;6;8;13;15
4563;27;10;2018;7;8;16;38;40
4564;28;10;2018;4;5;11;32;34
4565;29;10;2018;6;10;16;20;31
4566;30;10;2018;1;10;22;34;36
4567;31;10;2018;2;5;30;32;36
4568;1;11;2018;17;29;31;36;42
4569;2;11;2018;5;8;15;33;39
4570;3;11;2018;3;6;15;17;23
4571;4;11;2018;1;16;18;36;38
4572;5;11;2018;12;20;25;31;35
4573;6;11;2018;2;6;26;37;39
4574;7;11;2018;1;4;13;15;29
4575;8;11;2018;16;22;23;30;31
4576;9;11;2018;9;23;24;31;38
4577;10;11;2018;5;6;16;37;38
4578;11;11;2018;3;11;25;34;35
4579;12;11;2018;5;7;32;34;35
4580;13;11;2018;17;18;19;21;31
4581;14;11;2018;9;16;18;26;27
4582;15;11;2018;6;12;22;23;28
4583;16;11;2018;15;23;24;26;30
4584;17;11;2018;3;11;16;17;36
4585;18;11;2018;10;23;29;35;38
4586;19;11;2018;1;13;26;30;35
4587;20;11;2018;15;21;30;33;35
4588;21;11;2018;8;9;17;32;33
4589;22;11;2018;3;14;15;28;31
4590;23;11;2018;2;11;16;19;37
4591;24;11;2018;4;6;7;10;21
4592;25;11;2018;3;19;31;32;34
4593;26;11;2018;4;17;24;29;33
4594;27;11;2018;1;3;6;25;34
4595;28;11;2018;2;26;29;35;41
4596;29;11;2018;7;10;15;23;31
4597;30;11;2018;15;20;29;31;37
4598;1;12;2018;7;9;33;35;39
4599;2;12;2018;3;15;32;33;40
4600;3;12;2018;3;23;24;32;39
4601;4;12;2018;12;16;17;18;20
4602;5;12;2018;9;14;17;27;30
4603;6;12;2018;2;6;12;17;29
4604;7;12;2018;1;13;18;21;25
4605;8;12;2018;7;11;15;36;39
4606;9;12;2018;3;5;16;26;39
4607;10;12;2018;7;9;26;27;42
4608;11;12;2018;21;30;35;40;42
4609;12;12;2018;14;18;19;22;27
4610;13;12;2018;9;13;17;31;41
4611;14;12;2018;1;9;35;37;41
4612;15;12;2018;1;2;23;27;30
4613;16;12;2018;5;7;20;30;37
4614;17;12;2018;1;23;27;29;30
4615;18;12;2018;3;8;21;23;27
4616;19;12;2018;3;8;14;16;33
4617;20;12;2018;7;26;29;36;40
4618;21;12;2018;4;15;17;31;33
4619;22;12;2018;3;4;23;26;39
4620;23;12;2018;4;7;20;36;41
4621;24;12;2018;3;24;25;35;42
4622;25;12;2018;8;12;17;35;39
4623;26;12;2018;3;4;7;19;28
4624;27;12;2018;1;18;19;29;32
4625;28;12;2018;9;16;24;26;40
4626;29;12;2018;20;25;29;30;35
4627;30;12;2018;3;11;34;41;42
4628;31;12;2018;13;22;25;26;31
4629;1;1;2019;5;7;18;28;33
4630;2;1;2019;5;8;14;29;39
4631;3;1;2019;17;25;30;35;41
4632;4;1;2019;5;14;20;25;27
4633;5;1;2019;1;13;15;29;32
4634;6;1;2019;14;20;22;24;27
4635;7;1;2019;7;18;22;35;36
4636;8;1;2019;1;13;22;32;37
4637;9;1;2019;10;11;13;39;42
4638;10;1;2019;13;15;18;19;29
4639;11;1;2019;4;15;30;38;39
4640;12;1;2019;23;26;36;37;40
4641;13;1;2019;2;3;5;8;10
4642;14;1;2019;4;8;11;17;19
4643;15;1;2019;7;27;32;38;42
4644;16;1;2019;3;11;23;36;37
4645;17;1;2019;11;23;30;34;37
4646;18;1;2019;1;18;22;23;29
4647;19;1;2019;7;13;24;27;33
4648;20;1;2019;16;18;24;30;35
4649;21;1;2019;6;25;29;32;37
4650;22;1;2019;5;18;36;38;42
4651;23;1;2019;14;21;22;37;39
4652;24;1;2019;6;12;18;37;40
4653;25;1;2019;3;12;33;34;40
4654;26;1;2019;10;19;29;31;37
4655;27;1;2019;8;16;25;34;36
4656;28;1;2019;6;28;29;35;37
4657;29;1;2019;3;9;10;24;26
4658;30;1;2019;1;4;10;13;15
4659;31;1;2019;25;26;30;31;41
4660;1;2;2019;3;6;37;38;41
4661;2;2;2019;19;23;31;33;38
4662;3;2;2019;11;12;22;30;34
4663;4;2;2019;11;18;22;27;33
4664;5;2;2019;2;6;8;28;36
4665;6;2;2019;21;23;26;29;30
4666;7;2;2019;15;24;27;31;40
4667;8;2;2019;12;14;35;36;38
4668;9;2;2019;11;13;21;27;38
4669;10;2;2019;7;11;18;26;34
4670;11;2;2019;3;14;15;17;22
4671;12;2;2019;5;7;9;13;33
4672;13;2;2019;4;11;27;32;41
4673;14;2;2019;9;18;23;28;37
4674;15;2;2019;1;11;16;22;35
4675;16;2;2019;4;11;19;37;40
4676;17;2;2019;6;18;20;28;42
4677;18;2;2019;5;16;23;34;37
4678;19;2;2019;3;8;20;24;33
4679;20;2;2019;2;15;21;28;36
4680;21;2;2019;5;29;31;39;40
4681;22;2;2019;10;11;16;24;35
4682;23;2;2019;6;14;18;26;39
4683;24;2;2019;4;13;31;33;42
4684;25;2;2019;1;5;21;22;27
4685;26;2;2019;12;25;26;27;39
4686;27;2;2019;4;8;15;22;31
4687;28;2;2019;10;17;18;21;36
4688;1;3;2019;4;13;19;22;28
4689;2;3;2019;2;5;20;30;34
4690;3;3;2019;13;24;28;30;37
4691;4;3;2019;1;33;37;39;42
4692;5;3;2019;11;15;35;37;40
4693;6;3;2019;3;13;20;25;33
4694;7;3;2019;13;16;36;37;41
4695;8;3;2019;4;22;26;27;30
4696;9;3;2019;4;8;26;29;38
4697;10;3;2019;7;10;13;21;29
4698;11;3;2019;3;16;20;39;42
4699;12;3;2019;4;9;29;36;38
4700;13;3;2019;10;23;24;27;29
4701;14;3;2019;4;8;15;30;34
4702;15;3;2019;4;5;26;32;42
4703;16;3;2019;1;23;26;29;31
4704;17;3;2019;7;30;35;37;42
4705;18;3;2019;4;8;35;37;40
4706;19;3;2019;8;15;22;24;29
4707;20;3;2019;2;16;17;19;41
4708;21;3;2019;8;23;26;27;28
4709;22;3;2019;9;12;15;23;37
4710;23;3;2019;22;23;27;28;32
4711;24;3;2019;23;24;37;39;42
4712;25;3;2019;17;19;22;28;37
4713;26;3;2019;4;20;22;28;38
4714;27;3;2019;7;25;33;38;42
4715;28;3;2019;5;8;31;34;36
4716;29;3;2019;13;18;31;37;41
4717;30;3;2019;3;5;13;36;38
4718;31;3;2019;4;17;29;31;40
4719;1;4;2019;5;6;7;12;23
4720;2;4;2019;5;8;17;33;40
4721;3;4;2019;1;8;28;37;42
4722;4;4;2019;3;9;16;28;30
4723;5;4;2019;12;14;28;37;41
4724;6;4;2019;16;19;22;24;36
4725;7;4;2019;4;6;8;18;30
4726;8;4;2019;3;19;32;35;41
4727;9;4;2019;4;6;17;29;33
4728;10;4;2019;7;8;15;16;32
4729;11;4;2019;1;3;8;13;38
4730;12;4;2019;9;16;25;26;31
4731;13;4;2019;5;18;30;32;40
4732;14;4;2019;4;5;10;14;15
4733;15;4;2019;12;15;16;19;40
4734;16;4;2019;3;21;26;32;38
4735;17;4;2019;6;13;18;31;42
4736;18;4;2019;9;21;28;34;37
4737;19;4;2019;2;14;21;34;41
4738;20;4;2019;10;11;21;24;40
4739;21;4;2019;9;12;21;24;40
4740;22;4;2019;6;11;16;23;32
4741;23;4;2019;8;19;21;28;29
4742;24;4;2019;2;5;33;39;42
4743;25;4;2019;5;12;20;29;39
4744;26;4;2019;2;16;19;31;41
4745;27;4;2019;3;8;12;24;34
4746;28;4;2019;5;11;18;22;31
4747;29;4;2019;4;20;31;39;41
4748;30;4;2019;2;3;6;12;21
4749;1;5;2019;3;20;35;40;42
4750;2;5;2019;4;11;16;32;33
4751;3;5;2019;5;11;14;26;36
4752;4;5;2019;19;26;28;36;39
4753;5;5;2019;10;11;19;26;28
4754;6;5;2019;4;10;18;24;36
4755;7;5;2019;16;21;22;23;37
4756;8;5;2019;4;5;8;21;23
4757;9;5;2019;16;24;29;38;42
4758;10;5;2019;5;17;29;31;32
4759;11;5;2019;13;18;29;32;37
4760;12;5;2019;4;26;27;29;42
4761;13;5;2019;12;28;32;36;39
4762;14;5;2019;4;23;33;34;42
4763;15;5;2019;7;11;15;19;39
4764;16;5;2019;5;13;15;20;24
4765;17;5;2019;14;16;22;31;39
4766;18;5;2019;5;18;20;34;36
4767;19;5;2019;11;15;32;33;40
4768;20;5;2019;7;13;15;29;39
4769;21;5;2019;2;18;25;31;38
4770;22;5;2019;11;19;30;36;41
4771;23;5;2019;1;3;19;40;42
4772;24;5;2019;11;21;24;35;38
4773;25;5;2019;16;17;19;32;37
4774;26;5;2019;23;24;35;39;41
4775;27;5;2019;3;4;5;6;10
4776;28;5;2019;1;5;14;27;35
4777;29;5;2019;9;17;21;29;42
4778;30;5;2019;8;17;28;29;35
4779;31;5;2019;2;3;6;23;32
4780;1;6;2019;4;16;21;22;38
4781;2;6;2019;4;12;24;28;38
4782;3;6;2019;1;15;18;28;34
4783;4;6;2019;2;16;21;36;38
4784;5;6;2019;4;5;15;25;35
4785;6;6;2019;2;12;16;21;28
4786;7;6;2019;2;6;11;17;28
4787;8;6;2019;2;14;16;29;35
4788;9;6;2019;1;8;30;32;35
4789;10;6;2019;3;21;31;35;38
4790;11;6;2019;5;10;17;25;34
4791;12;6;2019;5;10;22;39;40
4792;13;6;2019;3;6;21;30;41
4793;14;6;2019;4;7;11;38;41
4794;15;6;2019;14;22;25;35;42
4795;16;6;2019;1;18;27;40;42
4796;17;6;2019;4;6;8;13;33
4797;18;6;2019;27;33;34;41;42
4798;19;6;2019;11;16;33;34;36
4799;20;6;2019;5;14;23;32;35
4800;21;6;2019;1;11;17;21;28
4801;22;6;2019;1;2;9;11;34
4802;23;6;2019;2;12;29;33;34
4803;24;6;2019;14;17;29;32;42
4804;25;6;2019;7;10;14;25;31
4805;26;6;2019;4;10;23;31;39
4806;27;6;2019;5;20;22;35;40
4807;28;6;2019;1;14;33;36;37
4808;29;6;2019;5;14;18;20;34
4809;30;6;2019;2;8;10;24;28
4810;1;7;2019;2;24;26;34;35
4811;2;7;2019;10;19;23;28;32
4812;3;7;2019;5;12;13;14;25
4813;4;7;2019;19;27;35;37;39
4814;5;7;2019;2;13;14;25;27
4815;6;7;2019;7;15;21;26;34
4816;7;7;2019;5;17;18;25;30
4817;8;7;2019;6;11;31;38;39
4818;9;7;2019;8;18;24;27;33
4819;10;7;2019;9;16;28;29;41
4820;11;7;2019;7;8;12;29;38
4821;12;7;2019;11;14;22;28;30
4822;13;7;2019;3;10;15;23;28
4823;14;7;2019;17;19;23;25;39
4824;15;7;2019;12;17;25;37;38
4825;16;7;2019;3;4;8;19;32
4826;17;7;2019;7;27;28;35;40
4827;18;7;2019;9;25;28;31;34
4828;19;7;2019;7;8;11;32;40
4829;20;7;2019;3;10;17;24;31
4830;21;7;2019;9;10;22;33;38
4831;22;7;2019;6;17;18;27;32
4832;23;7;2019;1;2;3;16;28
4833;24;7;2019;2;17;18;37;38
4834;25;7;2019;12;20;26;30;38
4835;26;7;2019;20;21;26;28;30
4836;27;7;2019;2;8;17;37;39
4837;28;7;2019;7;10;17;38;39
4838;29;7;2019;16;17;32;34;37
4839;30;7;2019;11;12;19;29;30
4840;31;7;2019;9;12;25;38;41
4841;1;8;2019;10;18;33;36;39
4842;2;8;2019;1;6;14;19;40
4843;3;8;2019;7;19;31;37;42
4844;4;8;2019;22;27;34;38;40
4845;5;8;2019;2;14;15;17;33
4846;6;8;2019;10;19;22;26;40
4847;7;8;2019;12;15;19;24;35
4848;8;8;2019;5;16;29;30;32
4849;9;8;2019;13;15;22;29;36
4850;10;8;2019;10;14;23;29;32
4851;11;8;2019;1;8;15;23;27
4852;12;8;2019;12;21;25;29;41
4853;13;8;2019;2;9;16;21;31
4854;14;8;2019;1;3;5;32;33
4855;15;8;2019;22;28;30;35;41
4856;16;8;2019;5;17;22;23;41
4857;17;8;2019;10;12;13;16;18
4858;18;8;2019;3;5;30;31;35
4859;19;8;2019;2;3;19;29;33
4860;20;8;2019;1;5;6;26;30
4861;21;8;2019;6;14;16;33;35
4862;22;8;2019;4;5;14;21;39
4863;23;8;2019;11;14;19;37;41
4864;24;8;2019;4;8;17;38;39
4865;25;8;2019;3;9;16;20;23
4866;26;8;2019;19;21;31;36;37
4867;27;8;2019;8;14;18;39;42
4868;28;8;2019;1;9;17;19;21
4869;29;8;2019;13;18;19;31;35
4870;30;8;2019;5;6;16;36;41
4871;31;8;2019;22;28;34;38;40
4872;1;9;2019;12;22;28;30;40
4873;2;9;2019;1;22;25;34;42
4874;3;9;2019;16;22;23;24;40
4875;4;9;2019;5;13;14;27;32
4876;5;9;2019;19;30;31;32;33
4877;6;9;2019;4;7;17;21;22
4878;7;9;2019;1;19;27;33;35
4879;8;9;2019;1;11;12;29;39
4880;9;9;2019;7;18;27;28;41
4881;10;9;2019;4;14;21;24;31
4882;11;9;2019;13;16;22;31;41
4883;12;9;2019;2;3;15;16;23
4884;13;9;2019;11;12;23;26;38
4885;14;9;2019;3;10;13;21;29
4886;15;9;2019;13;25;31;32;37
4887;16;9;2019;12;21;23;26;40
4888;17;9;2019;4;21;24;34;39
4889;18;9;2019;15;16;30;33;40
4890;19;9;2019;5;20;25;35;38
4891;20;9;2019;2;9;24;31;37
4892;21;9;2019;1;11;25;26;29
4893;22;9;2019;13;22;28;32;35
4894;23;9;2019;6;17;23;36;41
4895;24;9;2019;18;27;37;38;41
4896;25;9;2019;20;30;32;38;39
4897;26;9;2019;14;15;25;27;28
4898;27;9;2019;8;12;16;24;28
4899;28;9;2019;4;13;27;30;35
4900;29;9;2019;3;7;12;29;40
4901;30;9;2019;25;27;32;36;40
4902;1;10;2019;2;16;19;22;25
4903;2;10;2019;10;11;17;22;38
4904;3;10;2019;5;22;28;32;42
4905;4;10;2019;1;12;29;35;37
4906;5;10;2019;9;12;16;25;36
4907;6;10;2019;15;28;35;37;38
4908;7;10;2019;12;14;28;32;41
4909;8;10;2019;4;6;19;31;41
4910;9;10;2019;8;16;27;32;39
4911;10;10;2019;1;23;27;33;35
4912;11;10;2019;4;6;14;22;32
4913;12;10;2019;7;8;9;20;31
4914;13;10;2019;24;26;33;36;37
4915;14;10;2019;5;7;8;30;39
4916;15;10;2019;5;18;32;38;42
4917;16;10;2019;19;21;22;37;39
4918;17;10;2019;3;5;10;17;24
4919;18;10;2019;8;9;26;27;33
4920;19;10;2019;10;23;30;35;40
4921;20;10;2019;4;13;14;19;32
4922;21;10;2019;2;3;12;18;20
4923;22;10;2019;2;5;17;38;40
4924;23;10;2019;1;3;6;13;33
4925;24;10;2019;2;4;14;25;28
4926;25;10;2019;13;19;34;39;41
4927;26;10;2019;3;9;14;31;37
4928;27;10;2019;2;20;33;35;37
4929;28;10;2019;6;18;35;36;42
4930;29;10;2019;7;13;19;23;34
4931;30;10;2019;6;25;33;34;38
4932;31;10;2019;23;26;33;38;42
4933;1;11;2019;4;11;27;28;36
4934;2;11;2019;2;14;22;24;27
4935;3;11;2019;1;9;16;18;32
4936;4;11;2019;6;19;26;33;36
4937;5;11;2019;23;24;28;29;33
4938;6;11;2019;1;6;32;35;38
4939;7;11;2019;9;10;21;30;36
4940;8;11;2019;17;19;25;29;32
4941;9;11;2019;5;7;12;14;24
4942;10;11;2019;4;11;16;22;28
4943;11;11;2019;6;16;22;29;35
4944;12;11;2019;7;17;33;35;41
4945;13;11;2019;2;5;22;30;32
4946;14;11;2019;1;7;15;20;40
4947;15;11;2019;5;9;11;19;27
4948;16;11;2019;10;15;28;30;31
4949;17;11;2019;1;8;9;37;39
4950;18;11;2019;15;17;22;34;36
4951;19;11;2019;15;26;28;32;33
4952;20;11;2019;10;17;22;26;39
4953;21;11;2019;3;23;28;31;42
4954;22;11;2019;13;18;23;26;42
4955;23;11;2019;4;17;22;25;37
4956;24;11;2019;1;7;12;29;37
4957;25;11;2019;1;5;9;21;25
4958;26;11;2019;2;16;28;33;37
4959;27;11;2019;3;5;16;21;27
4960;28;11;2019;13;15;17;18;40
4961;29;11;2019;10;21;23;29;30
4962;30;11;2019;4;16;21;39;40
4963;1;12;2019;4;17;30;34;37
4964;2;12;2019;14;24;34;37;42
4965;3;12;2019;4;22;24;34;39
4966;4;12;2019;15;21;22;25;32
4967;5;12;2019;14;16;26;30;31
4968;6;12;2019;5;11;30;33;35
4969;7;12;2019;10;25;35;36;38
4970;8;12;2019;3;4;5;6;22
4971;9;12;2019;6;23;28;32;37
4972;10;12;2019;7;11;22;33;38
4973;11;12;2019;8;9;28;29;39
4974;12;12;2019;8;11;23;32;33
4975;13;12;2019;12;16;17;26;32
4976;14;12;2019;7;11;20;24;31
4977;15;12;2019;2;20;28;31;34
4978;16;12;2019;6;11;20;33;38
4979;17;12;2019;4;23;28;35;42
4980;18;12;2019;5;7;15;23;36
4981;19;12;2019;3;5;11;18;21
4982;20;12;2019;6;13;17;24;27
4983;21;12;2019;3;8;12;20;39
4984;22;12;2019;5;7;17;31;42
4985;23;12;2019;2;10;12;34;37
4986;24;12;2019;6;12;17;32;35
4987;25;12;2019;3;13;23;24;36
4988;26;12;2019;12;16;22;29;35
4989;27;12;2019;1;4;10;14;23
4990;28;12;2019;5;12;20;27;35
4991;29;12;2019;1;5;9;14;35
4992;30;12;2019;13;21;33;35;41
4993;31;12;2019;6;8;12;31;40
4994;1;1;2020;2;17;21;25;35
4995;2;1;2020;25;27;29;30;35
4996;3;1;2020;8;20;23;30;38
4997;4;1;2020;5;14;18;25;42
4998;5;1;2020;14;18;22;32;34
4999;6;1;2020;12;27;29;31;37
5000;7;1;2020;12;24;29;34;40
5001;8;1;2020;12;14;16;20;31
5002;9;1;2020;2;10;26;36;38
5003;10;1;2020;13;32;37;38;40
5004;11;1;2020;3;8;23;31;32
5005;12;1;2020;10;15;28;31;42
5006;13;1;2020;11;19;28;30;31
5007;14;1;2020;10;12;15;17;26
5008;15;1;2020;2;4;9;22;38
5009;16;1;2020;3;16;25;31;40
5010;17;1;2020;2;20;27;29;42
5011;18;1;2020;1;18;20;29;37
5012;19;1;2020;5;8;13;41;42
5013;20;1;2020;6;19;25;31;32
5014;21;1;2020;10;14;24;34;38
5015;22;1;2020;2;12;13;36;38
5016;23;1;2020;5;6;10;12;18
5017;24;1;2020;5;10;19;40;41
5018;25;1;2020;1;10;12;34;35
5019;26;1;2020;17;21;27;35;37
5020;27;1;2020;2;22;24;25;35
5021;28;1;2020;3;8;10;19;22
5022;29;1;2020;7;11;13;20;36
5023;30;1;2020;4;27;33;36;39
5024;31;1;2020;6;9;13;31;33
5025;1;2;2020;2;11;19;35;41
5026;2;2;2020;4;5;6;15;39
5027;3;2;2020;13;19;23;39;42
5028;4;2;2020;4;5;12;17;20
5029;5;2;2020;13;19;22;23;25
5030;6;2;2020;1;5;28;30;42
5031;7;2;2020;7;9;13;19;30
5032;8;2;2020;1;7;10;16;22
5033;9;2;2020;2;14;15;40;42
5034;10;2;2020;13;20;31;37;41
5035;11;2;2020;5;12;13;23;42
5036;12;2;2020;10;17;20;25;31
5037;13;2;2020;1;12;22;27;39
5038;14;2;2020;2;4;7;17;27
5039;15;2;2020;7;18;20;21;27
5040;16;2;2020;3;9;19;36;42
5041;17;2;2020;21;22;24;33;38
5042;18;2;2020;2;14;15;34;35
5043;19;2;2020;18;21;34;38;42
5044;20;2;2020;4;7;17;36;38
5045;21;2;2020;1;2;6;9;33
5046;22;2;2020;5;12;25;28;32
5047;23;2;2020;4;6;28;34;41
5048;24;2;2020;1;4;29;34;42
5049;25;2;2020;10;15;35;37;39
5050;26;2;2020;5;7;9;18;27
5051;27;2;2020;14;21;23;24;34
5052;28;2;2020;2;3;8;20;30
5053;29;2;2020;13;26;31;37;40
5054;1;3;2020;10;13;22;30;41
5055;2;3;2020;6;30;31;35;40
5056;3;3;2020;15;22;36;38;42
5057;4;3;2020;1;9;17;22;39
5058;5;3;2020;1;6;18;31;37
5059;6;3;2020;3;5;18;20;31
5060;7;3;2020;8;20;33;35;36
5061;8;3;2020;3;15;20;24;34
5062;9;3;2020;4;13;31;36;41
5063;10;3;2020;3;11;21;33;38
5064;11;3;2020;11;14;20;28;34
5065;12;3;2020;8;25;33;34;39
5066;13;3;2020;6;17;26;30;42
5067;14;3;2020;6;12;24;27;41
5068;15;3;2020;7;10;20;26;39
5069;16;3;2020;2;7;20;30;34
5070;17;3;2020;7;9;30;34;35
5071;18;3;2020;2;7;28;32;40
5072;19;3;2020;18;22;28;29;39
5073;20;3;2020;15;23;25;33;35
5074;21;3;2020;5;7;9;20;37
5075;22;3;2020;8;21;30;33;40
5076;23;3;2020;5;10;21;24;26
5077;24;3;2020;2;7;9;13;18
5078;25;3;2020;6;17;23;34;41
5079;26;3;2020;4;9;12;29;37
5080;27;3;2020;2;9;16;20;38
5081;28;3;2020;11;17;22;38;40
5082;29;3;2020;12;15;20;33;42
5083;30;3;2020;15;16;18;35;40
5084;31;3;2020;13;18;19;30;36
5085;1;4;2020;16;22;29;36;39
5086;2;4;2020;14;22;34;37;42
5087;3;4;2020;2;4;12;13;15
5088;4;4;2020;9;22;34;35;41
5089;5;4;2020;10;16;17;21;22
5090;6;4;2020;5;8;13;36;40
5091;7;4;2020;1;10;13;22;35
5092;8;4;2020;3;9;12;16;33
5093;9;4;2020;2;4;5;14;25
5094;10;4;2020;7;8;20;30;33
5095;11;4;2020;9;12;33;34;41
5096;12;4;2020;13;24;32;35;37
5097;13;4;2020;11;14;16;29;33
5098;14;4;2020;13;21;27;30;37
5099;15;4;2020;10;12;15;24;25
5100;16;4;2020;21;24;32;37;41
5101;17;4;2020;3;17;33;35;36
5102;18;4;2020;33;36;38;39;42
5103;19;4;2020;21;23;32;36;39
5104;20;4;2020;5;6;9;26;27
5105;21;4;2020;1;3;9;26;32
5106;22;4;2020;3;20;23;25;27
5107;23;4;2020;1;6;13;16;37
5108;24;4;2020;2;4;5;11;24
5109;25;4;2020;9;10;14;20;21
5110;26;4;2020;4;12;15;26;31
5111;27;4;2020;23;25;28;36;42
5112;28;4;2020;15;20;23;41;42
5113;29;4;2020;5;12;38;39;40
5114;30;4;2020;2;3;4;30;42
5115;1;5;2020;9;13;16;26;31
5116;2;5;2020;8;12;24;26;36
5117;3;5;2020;4;8;15;17;18
5118;4;5;2020;5;8;11;23;37
5119;5;5;2020;7;11;20;24;39
5120;6;5;2020;29;30;31;32;36
5121;7;5;2020;4;20;21;29;34
5122;8;5;2020;6;12;17;19;22
5123;9;5;2020;1;13;27;33;36
5124;10;5;2020;6;21;32;35;42
5125;11;5;2020;3;24;25;33;36
5126;12;5;2020;21;33;35;36;37
5127;13;5;2020;6;15;16;22;36
5128;14;5;2020;13;14;18;35;39
5129;15;5;2020;21;23;32;40;41
5130;16;5;2020;2;6;12;26;38
5131;17;5;2020;4;14;23;35;36
5132;18;5;2020;11;14;30;33;34
5133;19;5;2020;3;5;14;30;31
5134;20;5;2020;8;9;18;40;42
5135;21;5;2020;12;25;26;31;38
5136;22;5;2020;6;9;12;22;35
5137;23;5;2020;7;17;22;25;30
5138;24;5;2020;8;10;14;16;25
5139;25;5;2020;12;14;17;23;35
5140;26;5;2020;7;9;11;21;27
5141;27;5;2020;8;10;26;31;35
5142;28;5;2020;2;6;33;36;40
5143;29;5;2020;7;11;21;27;40
5144;30;5;2020;8;13;20;22;23
5145;31;5;2020;4;11;22;26;35
5146;1;6;2020;14;15;27;31;40
5147;2;6;2020;2;17;22;40;41
5148;3;6;2020;5;8;9;34;38
5149;4;6;2020;1;3;13;32;34
5150;5;6;2020;11;12;28;36;42
5151;6;6;2020;7;18;34;36;42
5152;7;6;2020;15;16;23;35;42
5153;8;6;2020;4;13;14;29;34
5154;9;6;2020;4;12;19;25;31
5155;10;6;2020;2;11;19;36;37
5156;11;6;2020;4;17;23;32;39
5157;12;6;2020;17;20;26;30;40
5158;13;6;2020;1;22;25;36;39
5159;14;6;2020;3;5;9;27;32
5160;15;6;2020;14;18;23;36;42
5161;16;6;2020;3;9;28;31;40
5162;17;6;2020;6;18;28;34;38
5163;18;6;2020;1;4;26;31;41
5164;19;6;2020;1;13;17;20;23
5165;20;6;2020;8;15;26;30;40
5166;21;6;2020;3;10;15;16;26
5167;22;6;2020;5;17;20;27;30
5168;23;6;2020;3;4;13;33;37
5169;24;6;2020;1;2;3;16;27
5170;25;6;2020;7;14;20;28;34
5171;26;6;2020;10;24;25;26;32
5172;27;6;2020;3;5;12;16;24
5173;28;6;2020;11;19;21;33;42
5174;29;6;2020;5;18;25;37;41
5175;30;6;2020;6;7;13;23;40
5176;1;7;2020;7;10;20;28;32
5177;2;7;2020;2;10;15;28;39
5178;3;7;2020;7;9;18;28;31
5179;4;7;2020;1;2;4;29;36
5180;5;7;2020;5;19;30;33;39
5181;6;7;2020;1;2;18;31;39
5182;7;7;2020;7;14;21;34;39
5183;8;7;2020;9;11;23;32;34
5184;9;7;2020;5;21;27;39;40
5185;10;7;2020;7;8;14;35;41
5186;11;7;2020;9;18;22;29;33
5187;12;7;2020;3;6;32;33;36
5188;13;7;2020;8;14;24;28;32
5189;14;7;2020;6;12;22;31;35
5190;15;7;2020;4;17;24;28;42
5191;16;7;2020;9;18;35;38;40
5192;17;7;2020;3;13;15;18;40
5193;18;7;2020;7;16;22;27;42
5194;19;7;2020;4;6;23;26;41
5195;20;7;2020;13;19;27;29;37
5196;21;7;2020;1;10;12;25;28
5197;22;7;2020;10;24;32;34;37
5198;23;7;2020;5;14;23;34;38
5199;24;7;2020;3;8;27;39;40
5200;25;7;2020;6;12;27;40;41
5201;26;7;2020;2;8;17;28;38
5202;27;7;2020;7;14;21;24;29
5203;28;7;2020;9;29;30;33;34
5204;29;7;2020;3;6;14;17;32
5205;30;7;2020;15;18;19;35;42
5206;31;7;2020;14;17;25;27;36
5207;1;8;2020;1;13;15;17;41
5208;2;8;2020;11;15;18;20;27
5209;3;8;2020;1;9;15;17;31
5210;4;8;2020;19;26;30;34;35
5211;5;8;2020;5;21;24;36;42
5212;6;8;2020;14;21;30;33;41
5213;7;8;2020;5;10;24;28;37
5214;8;8;2020;16;27;31;34;42
5215;9;8;2020;6;13;24;31;40
5216;10;8;2020;6;18;19;22;28
5217;11;8;2020;10;25;28;41;42
5218;12;8;2020;2;15;16;18;30
5219;13;8;2020;2;9;26;32;39
5220;14;8;2020;19;20;27;38;39
5221;15;8;2020;1;13;20;27;39
5222;16;8;2020;2;28;33;39;41
5223;17;8;2020;18;30;33;37;39
5224;18;8;2020;2;4;35;36;37
5225;19;8;2020;6;11;15;24;31
5226;20;8;2020;5;14;22;37;42
5227;21;8;2020;7;17;18;26;31
